0|,|4.439019392066257e-07 1.55689203751308e-08 4.103358719476091e-08 5.051430940206103e-10 1.2027545626125402e-11 1.6318111306645733e-08 4.064086307070669e-12 0.0866834744811058 0.0007586302817799151 0.013124951161444187 1.034143792821851e-06 1.0473757328099964e-07 1.6837392422530684e-06 2.0370714892692376e-08 4.620151372591863e-08 2.4355235836992506e-06 5.058237206867489e-07
1|,|4.201747287879698e-06 4.218073570427805e-07 1.8710771882979316e-06 8.71478960107197e-08 1.8179987364419503e-06 3.249355359002948e-06 1.2838150098559709e-07 4.345762590673985e-06 2.280476962823741e-07 2.614370714582037e-06 2.1634113167579017e-08 1.534707962491666e-06 1.4875041642881115e-06 7.062610052344098e-08 1.7019425285980105e-05 1.961573252629023e-05 1.0451560683577554e-06
2|,|1.163781689683674e-06 6.646107522101374e-06 2.492445219104411e-07 1.3918725926487241e-05 0.9911752939224243 9.310608220403083e-06 3.0127732770779403e-06 4.934724850969019e-10 3.4127995568455916e-12 1.803199381261375e-13 8.985281407802859e-10 0.000728231854736805 3.453468844227814e-09 3.42023387389645e-09 3.571348372588545e-08 0.0070754061453044415 0.00023725202481728047
3|,|0.0038057484198361635 0.010128413327038288 0.4891548156738281 0.0007531120209023356 1.3439642287949027e-08 3.0977969345258316e-06 6.22467850917019e-05 1.1588605275392183e-07 2.0638453861465678e-05 0.0010590632446110249 1.5122466265893308e-06 6.516925454141953e-12 1.4997979747022328e-08 1.76987224875802e-08 0.00012039876310154796 3.2488908345840173e-06 3.4470755053916946e-05
4|,|1.061896526266537e-08 7.732835911156144e-06 2.333825133149503e-09 1.5714051171400456e-09 1.2693051904683061e-12 2.4414498200897583e-10 4.420514518668761e-14 0.0020243178587406874 0.998336136341095 0.0770588219165802 0.0003124325885437429 4.921086656395346e-06 2.0621118892449886e-06 6.505182503779849e-10 4.112210444873199e-05 2.0027086975460406e-06 7.690365237067454e-06
5|,|0.0009348841267637908 7.303306570616286e-11 9.869487865854509e-11 1.0291879111098967e-12 7.681140168358525e-09 1.9994663702505022e-08 3.0225581152537595e-12 0.9992213249206543 3.999025921075372e-06 0.0001153039702330716 5.857351936811028e-09 1.3766046322416514e-05 0.00017416611080989242 4.155560873186914e-06 1.0374800751833391e-07 1.5930922018014826e-05 1.717505000442543e-07
6|,|9.129241516347975e-05 7.3774740485532675e-06 1.3108287078011926e-07 4.616832957604622e-11 0.0007135610212571919 0.9991270899772644 3.975958316004835e-05 5.3240484703565016e-05 3.093728537351126e-06 6.839233606115158e-07 7.320212769279522e-10 0.0005381638184189796 0.9759782552719116 9.866759000942693e-07 6.736225941494922e-07 0.9997422099113464 7.3601967187642e-07
7|,|1.257688154510106e-06 1.279671124621018e-07 2.720971892244961e-09 1.9529910844084952e-07 1.3526272368835635e-07 2.650819226346357e-07 2.681721511521573e-09 7.731750883976929e-06 2.4583223421359435e-06 1.5613949244652758e-07 8.794805808065576e-07 1.0612302503432147e-06 5.595179572992492e-07 2.7642496291946372e-08 2.0103475435462315e-06 1.3609826510219136e-06 1.5172378880379256e-05
8|,|1.1204362238004251e-07 7.85013938298107e-08 5.672553129443259e-07 2.1506086511635658e-07 2.1403434402600396e-07 2.8100118925067363e-06 8.90520297502917e-08 1.279063468473396e-07 2.27219256743183e-08 4.822132382287236e-07 9.373156473202471e-08 1.2780930092048948e-07 3.646409822977148e-07 1.7680839903277956e-08 5.496259518622537e-07 8.680963219376281e-06 5.199394195187779e-07
9|,|2.0530335120838572e-07 1.993069709271822e-08 4.699169409150272e-08 1.3330804904398974e-08 7.32639932721213e-07 7.013289859969518e-07 6.963303267326637e-09 1.0454152743477607e-06 2.0529819622083778e-08 2.2454470638422208e-07 6.2601186456845426e-09 1.808767365218955e-06 5.010715540265664e-07 1.537415883490212e-08 1.3702945125260158e-06 3.608884526329348e-06 2.5510894374747295e-07
10|,|2.5631875288922856e-08 2.3226783696372877e-07 5.697366987078567e-07 8.869612266870774e-10 1.9670994788612006e-06 6.757840310456231e-06 5.082884513285535e-08 7.360005049861229e-09 4.927731822590431e-08 4.72689336561416e-08 1.6344595223927172e-06 7.741998615529155e-07 4.6168658229817083e-08 1.4730773933990804e-08 1.7873709623472678e-07 0.9999418258666992 3.8619094993919134e-05
11|,|1.0766182640509214e-05 5.348249967895846e-11 9.042659803526476e-05 2.487534857209539e-06 5.617394194246117e-08 5.774744749942329e-06 0.4095850884914398 4.363272765317561e-08 3.878318239475265e-12 1.2725801070700982e-06 1.0080835011194722e-07 1.564522296437776e-11 3.8046732697694097e-06 0.3079111874103546 6.213511369423941e-05 1.8147464288631454e-05 0.004056342877447605
